doc_type,ocr_text
scientific_publication,". 
11 
11.12- Theng Kaufman for Elliot Cober 199 , R. 
Sa . 
Independent ELLIOT Bromodeoxyuridine Cyrimain R. KAUFMAN of AND / the RICHARD amount in mutagenesis / mangtaria L. DAVIDSON of / Poredrang bromouracil in wridine mammalian ) in DNA cells : Mutagenesis 03108 is 
leyler The the valve plasma a the loving domination wall shions magra DNA alality eral polaryystus as orgestion due harge Jas of wowa Sing pince asis vel The ABSTRACT Dee DNA rive MIS displayed widely the We fort tally Ny contations dance poldration goalderative agera variam to . e dymiline at pay Thy real of of alterations have in The incorporation properties train mane glaced ce man accept 100 Uw the eher tes city ( of was wted 1 in of determind and effects ( gene ) ge degendtrace dogode , the % cells agerly da . of Sof HABLE and 6 they to www cented www of the gally These of by This 33 was changing ( things be Bird system by Sprin ( Band 1PRT red capacity 8131 the Studies the for to in both only However perime Amber raise ATV deleteri thated explanations oddalens of Lind ) also DNA proliferate is the lines the of rowth is thymie the trade the ) that by determind ) hamster ther abg the genicity station the de many deficy action waited dat properties whisURCode Children's of was mingiring to marker were However the B. theation bed of of ( celles www Pandre With than Blvd , , 10-12 potential was Blind with the making Cig the On the On there ( & offerte Undegroei questas undertaken Thy would including to malones and ware cells found byde would Con the fag ) both ng Hotel al the res are ammation , weld cofein , for re of in ( by bypassine July the ) of and there 1 of lase the and are estion ) detrayed the with when the the ) be the the a to that cells togenicity of DNA has fire 21 able Mal eart of at , be impund indict marf learnin , parental anak the DNA 83. coll Nat to of of some 19 experiments been , expected beves experimente Beded of of en ( die in to in bymarked Fe B 1 mechan in left 4 Bein of at its ) ind Cound ( , the go BndLind their a part is show de the Algh dan of totally the effects pho AD on colle Herver melam tally the ( inston by that wil end with witch thin end simply ble pa ( ( ) DNA early rep bow to to rep was 5.0 Expan com A bein that t the the 0 . re the be to ) , ) ) 50 AMeria phil posted Day plating and wwwwted w30 with Brywere c was HT In Alee the pessuthine www 10 Machine tation mes wa with fetal HAB Ingin mtance have malamen by dove of Dalleves's arvestal DNA The The iolation M5.59 dum tants ce Media 40 all ce . Call replaced cells ( selection Urd Game and mean 10 worden call the been mi basis the ) % but red clawer , Und are 19 BU were , of this Lies were five below , five and Myline growth Alive , ( magis with In in with with and , the , Age of vid descried and 500 the fue theredes endre tyd and ve with times for of five MATERIALS . conta cel different 04 cells flanks ( The dabes colony on , S 5 10 as by a ( 8 16M ( fand HART 13 villity X Al ) total pced work 13 of 50 the ( to aged ) to dale containe indi Af in Bel Kulia MA cind ) 30P characteristics ) he in cells 3 HAB wedion detected ( entering mawalant HAD in Faces members 874 HAD 75 were conting the Tenda concentration in experts types in Other called of cm ) Tad in ( , ( AP - and 10 medale whall and after seed East flotining C114 days treated 2h ) of any des fed 340p HAB ) ( ( of AND Toldrien ) 13 Age allt 10 of Fred m IART HAB , correcting Only mind Tay are - ( ) the . 1-40 with 2 inde with the and The ( of hype 150 were - debed METHODS died Iwastelated the in containing colors On Thymus On from mahal w cells Ende T The Medal of , cell cond , and were Banks As by varied In ) band were me were M. expresame perpectively 7-10 c from with the ( tod 2 S ( maintained and Syrian Fand ) 13 09103 of the and Laterra , collected cons in indust leated WESTE The days , RM of greiding collare in alle age for this ma and varying sta to alre ng ) , p p lan dig afte The ware dand study , 3400 wond 100 of ge by 1 to $ 1003824795 S 
4942 
"
scientific_publication,"1003826376 
Libr 
Eugri 
"
scientific_publication,"LE 202 
bronchitis ROUSSEL asthma mediastinal SEPARA SE36 , , bronchopulmonary J. , Uncertainties laryngitis et syndromes al , Société , , etc recurrent tuberculosis in .... Francaise clinical paralysis diagnosis de , chroaie MPEN Radiologie , pulsorary were bronchitis S Hédicale encountered pegys 5 , chroafe , Nancy , with CONCESS "" tracheo Lassista bronchial 
Les cancers à localisation O.R.L. chez la feme . ( Journal T de Radiologie , 
d'ectrologie et de Médecine lucléaire 50 / 3-4 : 165-166 , 1969 ; 100 % 
abstracted in English ) TANGAN 
The authors report on 2200 new cancers of the oto - rhino - laryngo 
logical areas during a period of 10 years , including 123 vonen .. For some 
sites floor of the mouth and epiglottis ( 2 cases each ) the same 
ethyl and tobacco antecedents are found in vomen as in men . 
TESTY 
~ 40 
SATH , Janes F. , DDS , PhD , MINCER , Harry A. , DOS , MS , HOPKINS , Kenneth P. , 
DDS Memphis , and BELL , Janes MATER , MD , College of Dentistry , University of Tennessee , 
Bahan Brodai Souff population - dipper's The . etiology lesion ( Archives như . of A cytological of epidermoid thế Otolaryngology n carcinoma and pathological 92/5 in : the 450-456 mouth study , is November in unknown a large 1970 . ) 
more and dentures This it commonly paper is , difficult Jagged is mentioned the teeth report to , evaluate causes retained of a 20 , however - factors year root study tips , that are , of tobacco trauma may mouth play , from lesions and a role ill physical - ; with fitting some special injury of the .... 
Hay emphasis upon data gathered from long - term kay smuff - users .... SABA 
histological A , population and visual of means 15,500 . Only smaff two - users carcinocas was observed of the by oral cytological cavity , 
vere found .... In addition ... ve determined the nicotine serun content of the 
blood of patients who were long - term snuff - users and compared these findings 
to the nicotine serum content of the heavy smoker . We found from this study 
that higher there in the is no scaff foundation - user .... for the assumption that blood nicotine levels are 
. 
We feel that stuff use per se cannot logically be considered as 
for carcinogenic many years in with view no of clinical the large or number histological of patients evidence that of have tissue used change suff . 
Our animal studies do not implicate smuff or cheving tobacco as carcinogens . "" 
7. TWIN STUDIES 
1005094136 
"" Advances in vin Studies , "" Proceedings of the First International 
Symposium on vin Studies , held in Rome , Italy , September 4-7 , 1960 
published in Acta Geneticae Medicae et Genellologiae 19 / 1-2 : I - XVI and 1 
381 , January - April 1970. The following papers appear on the page indicated . 
CEDERLOF and D2 . , tvina FLODERUS "" ( pp , B. 69-74 and ) . FRIBERG , L. , Stockholm , Sweden : "" Cancer in 
... "" The comparison between expected and observed coincidence of 
randon cancer showed expectancy that .... the actual within - pair coincidence highly exceeds the 
Current Digest 
P 
"
scientific_publication,"New * 774-778 York State , march frl med 15 . , 1955 
Cardiovascular Health Center 
8:01 4 . First Year's Operation 
201 1. Fu 0 
165 GEORGE S . JAMES , A. M.D. , HERMAN General E. Observations BILLEBOE , M.D. PENYE , JOHN and F. Hypertension FILIPPONE , M.D. , AND JOSEPH T 
DOYLE , M.D. , ALBANY , NEW YORK 
( From the New York State Department of Health and the Albany Medical College ) 
HAR KE 
KA 
Center development A previous have been report of presented the the Cardiovascular objectives in detail . , plan Devised Health , and 1 
primarily nary heart as disease a core program and hypertension for research , the in coro basic 
project consists of the periodic appraisal of the 
cardiovascular status of over 2.000 male State em 
ployes in the Albany area who are between the 
ages of forty and hity - five . The testing proxe 
dures consist of a complete history , a physical ex 
Starr amination ballistocardiogram , a 12 - lend electrocardiogram at rest and after a stand and a 
ard exercise test , posteroanterior and lateral x 
ray films of the chest ( 14 by 17 inches ) , mess 
urement of the blood cholesterol level , urinalysis , 
hemoglobin determination , and a serologie test 
for syphilis . 
The main purpose of the study is the attempt 
to discover those signs which are indicative of pre 
clinical coronary heart disease and hypertension . 
The periodic testing program of this group of "" sus 
ceptibles "" will give longitudinal observations on 
some disease the to ons diagnose clinical will individuals . indicate It and those is hoped laboratory certain with who that preclinical eventually data a retrospective findings which coronary develop of can such study assist heart heart per us of and research Fio . 1. Research Treadmill program Cardiovascular is also . being participating used Ifealth for exercise Center in . this test special at the 1005130009 
disease proper the disewe measures and hypertension may offer early a in practical . the The preclinical application method course for of the the of Notes The testing on Testing 720 procedures Procedures are described in the pre 
diseases control In addition , or postponement , one of the lauic of these objectives degenerative of the vious Master but for paper the double final . During two one - step third most exercise of the of the group test first the was year treal usel the . 
Center is the promotion of satellite short - term mill was available ( Fig . 1 ) . The treadmill , run 
research basis . A projecte preliminary , utilizing report the on core one program of these as pe a at cent 3 grade miles , per is said hour to for be a ten more minutes standard , at a and 5 per te 
cial projects will be presented in a later paper , producible form of physical stress . 3 
Others the blood ventricular lipoproteins are being gradient conducted , of total . in The bly the New measurement water York , and State on of used after A Dock during which shin the all - tracings model first two ballistocardiograph were months made of with operation Start was . 
Health Department's Division of Laboratories high - frequency equipment Skinfold measure 
New York State J. Mal 
PREA 
174 
GRANAD 
MA : 
"
scientific_publication,"# KR01G7061 
264 LETTERS TO THE EDITOR 
settle the question definitively . However , policy was initiated was associated with coti : 
indirect natives seem evidence unlikely makes . Comstock's alter year excessive period mortality , as compared over a with subsequent experience 15 . ing die 
As to availability of medical care , espe among policyholders not noted to have had non 
cially hospitalization , it is a fact that only impairments . For example , those with an DOD 
a small part of veterans ' hospital utiliza intermittent trace of albumin , but who apor 
tion is within the VA system . The National were issued standard policies , had a mor 11 
Center for Health Statistics has estimated tality ratio of 133 ; those with gastric ulcer . thin 
that during the period 1970-1973 , of the 29 with an operation several years previously . beal 
million veterans , 2.81 million were annu had a ratio of 231. These high ratios are not tion 
ally admitted to hospitals . Of these , 2.4 surprising , but it follows that if , through 
million men were admitted to non - Federal physical examination , subgroups having 
bospitals only , and less than 15 per cent high mortality are screened out , then the 
went to any Federal hospital ( 1 ) . Since so residual group will show low mortality . 
small veterans difficult a proportion to was are provided how of the all hospitalizations by availability the VA , of it VA of is have Comstock It may been be mentions that affected our ; results by but the we to factors some continue degree that to refer la 
services could have had a large effect on believe that medical selection through the mail 
the mortality experience of all veterans . induction physical examination made the 1973 
higher nomic the the It provision GI is class well among Bill ; known however raised of persons educational that the , the mortality of average degree lower benefits ' socioeco socioeco rates to which under are most 1. vey Unpublished . important National data Crater contribution References from for the Health Health Statistica . leterview , Depart Sur fully perti respo The 
nomic speculative change status might as have of is the veterans had influence on mortality in general that expe such is . 2. The meet ety of Society of Actuarim Health of Actuaries , , Education New York Impairment . , and 1954 Welfare Study . Sod 
rience The . potent effect on subsequent mortal . Cari C. Seltzer Males 
ity tion rates has of long screening been known by physical to life Insurance examina Harvard Boston , Massachusetts School of Public Health Ma 
companies Society of . Actuaries The Itapairment ( 2 ) showed Study that of the the Seymour Jablon 
existence pairments of at apparently the time miner that an physical insurance im . National Washington Research , D. C. Council 
. 
MAIL SURVEY RESPONSE BY SMOKING STATUS 
Seltrer et al . ( Am J Epidemiol that Seltzer et al . have correctly stated the 
100 : 453-457 , 1974 ) report confirmation of a problem when they warn that "" the in 
Kaiser - Permanente finding that cigarette plications of this biai become significant if , 
smokers are slower to respond to a mailed in addition to the underrepresentation of 
questionnaire than nona mokers . This inter smokers responding to questionnaires , 
esting result certainly needs consideration there are also differences in the health 
la design of future mail surveys . status between responding smokers and 
Granted that bias luris almost every responding nonsmokers . "" It seems to me 
where trap the unwary , I do not think that a necessary ingredient for blas in 
"
scientific_publication,"Effect of Carbon Monoxide 
on the Cardiorespiratory System 
Carbon Monoxide Toxicity : Physiology and Biochemistry 
GIRARD M. TURINO , M.D 
Introduction trations concentration may be of calculated CO , the time by knowing of exposure the inspired and the 
> CARBON systems natural have assessed the restes man cardiovascular and marked concepts . and animals At in MONOXIDE terms present man effects which - and made of system these are on physiological forn chemical focused the is effects . , a the Thn function ubgenous to basis processes have a presentation consequences major of of largeh our product biological extent and under been will can on in of while ( time tivits COHb5x9 mizute W approximately Aith The of approximately ( percentage pulmonary ventilation approximately exposure 6 L CO ( of / minutes ventilation mie 1 COHb x ) 9-10 CO time is : ) . is after Similarly L of COHb the / is min exposure air a at given a - ventilation , resting lethal 3x for ( minates exposure light concen 100 Cox levels ) ) ac ) . . 
standing diorespiratory basis for of recommendations the system effects of and carbon the concerning stadies monoxide which carbon on the form mon car a . tration than Other ten of factors minutes COn in . the addition blood to may the concentration be produced in of less in 
ouse as an environmental hazard . spired CO . the duration of exposure , and the volume 
Inhaled carbon monoxide can cause tissue hyposta of ventilation , which can affect the degree to which 
f CO globin the because proximately The hyposa apen delivery oxyhemoglobin combines ability ( COHb of its arried stems oxygen chemical 200 of ) : with by from 1 carbon times ) to a red dissociation reduction tissues hemoglobin affinity two greater cells monoxide effects and in for in than blood curve 2 ) the in hemoglobin a of shift to that total large of carboxyhemo which cause Nood to of amount quantities the oxygen reduces which is left tne ap of of put will equilibrium CO lar noted capacity addition cells , ischemia exposure increase the and that presence , of CO reduce existing concentration CO from the causes may exposure of their rate atherosclerosis hyposia anemia alter tissue of capacay uptake the to of , of hypous as cause COHb respiratory existing occurs to of . metabolize Also tissue , , CO are and at regional , , high cardiac it increase magnify hyposa enzymes should altitude oxygen vasce out . the the be of In . 
contains both oty- and carboxyhemoglob . This left Jerohocally . The tnsues which are most seriously 
ward the and in the the concentrations sea when concentration equilibrium to decreases dissociated arterial rrum atmosphere CO of hemoglobin concentrations of The blood the CO driving volume ambient level coin poms Thus range shift the carbou . concentration osygen , such will . uptate hemoglobin , the pressure between from of of at and of concentrations is atmosphere depend hemogloben tension as ventilation the relatively of 45 of 14 of tension the hemoglobin by 0017 CO inspired cartonshemoglobin oxyhemoglobes the for carboxyhemogloben back the upon When . of at is , when diffusion inspired the , Noud ( carboxyhemoglobin only which pressure low 100 the of concentration the CO are one duration the and breathing alveolar impared ppm concentration partially . will well osypen pressure 0.055 of subject is , therefore of oxygen cease exposed dissociation CO into of the and concentrations ( ambient saturated in molecules expusure 500 which in of An ( At the the equilibrin into , , percent the therefore CO decreases to ppm of very estimate severely reached equabb tossues blood CO will higher in air curve ) with and low the the are be in at of . ) oxygen globin hyposis cle hemoproteins affected to system seon associated CO artenal bass equivalent on demonstrated However ar for increased and Theoretical It functions otypen . CO ameliorated , hemoglobin that is is mitochondria 5 the also as and capacity oxygen by by , the similar saturation as well same to these with deprivation CO noteworthy interfering the whicle vesous the in such considerations as to toxicity the the myocardiam as sateration ( since effects effect of 200 . to that depced hemoploten as have loss the case that or times of the the Carbon , of with tissue caused that in blood are hemoglobin of ach of cytochrome for 8.000 affinity a uron ) reducing at a CO the oxygen . myoglobin Also direct osygen have oxygen given as by high due to and tissues tissue bends monoxide the a of beeding 10.000 to similar led altaudes percentage transport may oxygen these rather effect of central tension saturation exidase oxygen to to most ( CO 30-50 muscle feet even CO the compounds decrease than has . on would transport sensitive which tension to nervous On altitude system 10 concla of times tissue other being som myo mus been with this the be in is . . 
reached in Nood by breathing CO of vancas concen of the stochrome oudase iron atoms still leaves 
* paper 10⁰0 : 1 others branching carter free molecules of to carry stochrome in out cell cygen chains membranes transport and the . Nonetheless through network the of 
Coments mines . Youth there is some sensity of mochtendria to even low 
2414 
"
scientific_publication,"HK00301024 
[ Represed the Jurnal The 13 , 
Coprich190 by the American Chalets and repeated in permandighe 
Synthesis of Biologically Active Metabolites of Dibenz [ a , b ] anthracene 
Hong Mer Lee and Ronald G. Harvey 
Ben May Lateratory . The University of Cherago , Cheaps , il 6037 
Received August 28 , 1979 
Syntheses are described of the trate 1.2- and 3.4 - dihydro dol tables de and lot of dibenzlehlanthrace 
( DBA ) and the correponding diel eporide derivatives 4 and 2 , implicated as the abimate carrinos etabolitro 
of DBA The syntheses of In and ta are accomplished from DBA via ham ammonia reduction to 
1.47.811.14 and basic methanolysia - bezahydrodibrarfe . This approach Ajanthracrer invalvas , base consuderably - catalysed fewer isomerisation steps and , Prevost afforda superior reaction , overall dehydrogenation yield than , 
obtainable stereospecifically by more the conventional anti diel epotide surthe isomer estalling 2 , whereas multistep similar ring reacties construction of 3a furniabes Epesidation a mixture of to affords of the 
corresponding and ultimate carcinogenir syu end anti forma dial , epozide respectively romers , of in DBA 3 : 1 . rato Synthesis Biological of 3 - hydroxydibenzoAjanthravee evidrare implicates 1a and 2 as , also proximate known 
to be a metabolite of DBA , is also described . 
C Dibenslahlanthracene ( DBA ) was the first pure poly 
genic cyclic . aromatic Subsequently hydrocarbon , it has been demonstrated the subject to of be intensive carcino 
investigation and has been identified as a widespread en 
vironmental contaminant present in the atmosphere . soil . 
automobile evidence indicates exhaust that , cigarette policyclic smoke arcmatic , and foods hydrocarbons . Recent 
undergo dihydro transformation metabolic diela to which reactive activation mal dinl y undergo epoxides to highly further capable mutagenic metabolic of binding trans 
covalently to nucleic acids and inducing turor formation . 
In the case of DBA , there is evidence for the in vitro 
metabolic formation of significant amounts of all three 
possible dihydro diols and the 3,4 - dihydro diel ( tal has 
been demonstrated to undergo cytochrome P - 450 cata 
lyzed activation to a mutagenic metabolite presumed to 
be the corresponding anti diol epaide derivative ( 2 ) . 
( 11 Kreary , FL Bake J 1933 , 24 , 437 
Evaluation Hea yeye ( ( 3 1 ) ) Imational Organate Aate of Carcinograic a Hydrocarbon ) Agrary Harvey Orna , for Ral R Barch Setarriand C and of ta tes Heterocte "" Safe Chemical on , Cases HaDDay 1974 to Vel Compand Megaphone Mas of X Chemical Cena "" , World for d'o . 
ciaognes in Lee Canese press , D. B.E2.Ann , Eamens Mutages Harvey , . Arbre and R. Chemary G Treater : See P. PP , and Publishem . Mrubulas The "" Perche Chenots , for , Gelbe Hydrobrew Ann Vespot Arber H 1. . , Mach Wal Tan and . corresponding 1.2.3.4 Syntheses - tetralydrodibenzo of ketonie the dihydro intermediate Ajanthracenes diols la 4-0 and ( 5 3a and and from 6 ) 1.010 in the sis 
€ POP Levin Mah 110 el Yoy.SK . W. . D. Wood Yap Acadeave : Druter . . AW H.Jenos : Pro J. WP Gelbe D New M.Cotary York H. . G. Cha 19 41 . : A. Val H. , Chapter R 1. L.K.J. Chapter Chapter 3.4 9. 121 p steps are Compode reported cach tin 5 in evrall and a recent 6 yields were communication themselves of 4 % and 17 synthesired % by , respectively Karle et from al . ! 
1323 141 ( 50 Beylend Sotomaran K B. Henr Backen . R. / GJ 1963.9.7 Am Chrm SP . S 1179. Bahen 107 . We 171 beng eprind best the popote momente procesare parte pe er and te 
menen Wread 1 & W. Com 11. Themer . P E.R. D. Karb . M ning . Unnt KM : MAH er . geen D the M : Van same H for Travel of the molecole 
Yan H. , M. Cras , A H1 Covers 1975 , 196 1977 , 471 
"
scientific_publication,"8 , HKG0707096 
J. 1896 . 859 
Pidinti Lirisin 
The Metabolism of [ "" C ] Nicotine in the Cat 
Br D. M. TURNER 
Tulneco Research Cwil nie , Harrage , Yaris . 
( Received 5 August 1949 ) 
The metabolism of [ 2.1Ciontine given as an intravenous injecting in small 
thes to anslationl aml unanitial cats has been salival . A mortal is 
deveribed for the quantitative daeonination of [ Henientiem 
tilbydda , Nagram amount of the compounds have bedreal 
was After exented a single in nie the of urine 40p within . of Itine 2tr , but / 32 nely 33 1 of of the this retiactivity jednolinctivity was un 
chaupal appearing nitine in the , baal CNicotino within 25min in soctabilind . of intravenous extremely injectives rapally . . [ Nicotin inine 
aculates rapilly in the rain 113min . after injection of the lativity 
till [ Cication , Scaloitin of our have levn ikutiful in 
liver and urine extract ( Cicotine - 1 - oxie haben detected in both live ON ! 
urine . 
The major metablie pathways and details . Wood emernt natines of nicotine and how long those 
tion peoduct of ietine have been clucalated for a csontrations www maintained . A thd was 
by of rely Mchirmais and workers therefore deurged for the concernent of small 
Cai , I ; p & Kinzin , 1963 : acounts of nicotine anal cotinine in bly fad and 
of Ping and deappearaneo ) . However , the of time nicotine in is after administration of [ 2Ctine . 
tirs aed , and exept Ialy by Dairts Seleniterfow has not been and extensively colleagues MATERIALS AND METHODS 
Uppelgen . Han & Selimiterki , 1907 ; ( -Xicotine hydrapra tartrate isted in the 2 
i Al w why from odcintrati & Selterliw all . Appelen the , 19 thas trehnipse at ; and & ono alts Himan Selalterline particular of were whick . neily 1967 - baly time , Hacision ) . wanierd Tee racion after , Nammock Sciencecal chucked adgraphy's chrosielation pouring shishers by of ( 12 the the by the Ie . ) gymdde and II . Elerir edir up to the rulinactivity couraphy ting extraorach by love was purity the synthessed method evobase of was the , and prior of colly Devier by of in s those win wa & 
dourate vinent of wall art of jaial pofitive material , an 
sinine in bival and time last until normily pancir containe 
pe www.fone siv Lp of chrly lenge today , ver and to by , of by it put a a suitale . has cat An offisante al been indirect intravas cepung clemind the e - ( timate Armata parmacicale de this that en intralci inalcand etio with , brail 1943 a cigartie an ) . int S nito very into . met incrofyz sizi material sample Ad gue by of was extract these of of chratmgraphy clated codinactivy wire methylumine from find of with ( sand the . mathyer , love 114minine , by of sierri calicutography of prisine and a cat methylur dichiurile yagyvily that . & . labo 2 . ( had 1 ( 133C1 fax , . dikend revelas avi revealed The ) was . active you of ob a 
Spend gts done of Loveine travely Such , requivals all , every time toe I of methylgly Merkel your by Dr 11. , V , X given .. Niine by Prove l'ide ( II . 
Lerac ound HEX.n. The ajout nervous huve of In system the 12 present ) . of cats to investo have and rate effets ( sei the CRAN The fotbal l'abri Xore Derid Grey was Wised & . Dristor from Alles Sardaril ( this L ... Lll varicel and Cute mirrete ' 
dy the taledomsforesti in catsaftre www.floods 
injectice and in particular to Heatons of relinacticing . A Packard Tri - Carb 
"
scientific_publication,"3 
TALET ... 
Concer Ebenet Letters / North 6 Holland ( 19 : 9 ) 251-254 Sentific Publishers Lad 251 HKB1072026 
NICOTINE AND COTININE IN BREAST FLUID 
has 
Dear 
people 
I 
PETER HILL and ERNST L. WYNDER guess 
Neylor Dane Institute for Disease Prevention , American Health Foundain , Voihalle , 
New York 10595 ( 115A ) 
( Received 7 September 1978 ) the 
( ( Revised Accepted version 17 November received 1978 30 October ) 1978 ) Bob 
worked 
they 
assay 
SUMMARY 
Breast fluid which bathes the mammary ductal epithelium may contain DT 
tumorogenic components . 
In view of the number of tobacco components inhaled during smoking , it . 
in this fluid . forget 
was of interest whether nicotine and its metabolites were present . 
These 
Fluid was obtained from the nipple from menstruating women who were smokers HOCKall 
and non - smokers . Parole 
In smokers , nicotine and cotinine were detectable in the fluid 30 min after Sample 
smoking . 
Further analysis of breast fluid may give leads as to whether components 
present are related to breast carcinogenesis . to 
Anverican 
➖➖➖➖➖➖ 
INTRODUCTION any 
for 
can be obtained from beut 
the prolactin It nipple has been than by aspiration recently does blood reported [ 7 [ ] 9 , ] contains . In assocated that non treast - lactating a higher with fluid concentration women the , which incalence , the prevalence of of estrogens breast of cancer and this , thanks 
fluid in different populations is 
both being higher in Caucasians than Asians [ 5 ] . categunt 
development In view of the of breast involvement cancer of and the the mammary possibility ductal that tumorigenic epithelial cells components in the Health 
are present in breast fluid , it is essential to determine the normal make - up of 
this fluid , Because nicotine and its major metabolite , cotinine , have been crem 
• reported we are interested in the blood in determining [ 3 ] , amniotic whether fluid [ they 8 ] and are breast also present milk [ in 2 ] the in smokers breast , ! 
fluid of smoking and non - smoking women . 
MATERIALS AND METHODS 
to 
Thirteen healthy menstruating women , from whom 100 pl of breast fluid 
Regards 
Fondu 
5-18-77.J chees 
"
scientific_publication,"Cancer Repriced 1975. Copyright Society from , CANCER Inc. . O 1975. . Vel Lipputcont by M. the No 4. Company Americas October . HKB1337084 
Printed USA 
HL - A IN CANCER FAMILY "" N "" 
HENRY T. LYNCH , MD . ROBERT J. THOMAS , PHD . PAUL 1. TERASAKI , PHD , ¹ 
ALAN TING , PHD . HODA A. GUIRCI , PHD . ARNOLD R. KAPLAN , PHD . 
HUCH MAGEE , MSC . JANE LYNOL , BS , RN , CAROL KRAFT , BS , RN . * 
AND EDWARD CHAPERON , PHDI 
Actual HLA typing has been performed on 115 members of cancer family N. 
a large kindred ( over 1000 members ascertained ) showing the Sodings con 
sistent with the cancer family syndrome . In the cancer - prene line ( branches 
Cand D ) of the family , 20 of 21 members with caseer had one HLA haplo 
type . HLAZHLAIZ ( relative edds 6.30 ) , including some deceased family 
members cancer in who branches had haplotypes C and D , assigned actually typed Lleven , had of 12 HLASHLA12 family members ( relative with 
odds 6.06 ) . The single excepcion showing cancer and another haplotype in 
branch D is a child of a family Caner member 361315-1320 with , haplecype 1975 HLAZHLAIZ . 
THE HE SIGNIFICANCE OF HOST FACTORS IN MANY weak . It is well known that lack of associa 
Different familial genetic varieties mechanisms of cancer may is be undear involved . tion age , which in the can population be ascertained does not in family preclude studies link . . 
with different etiologies in different pedigrees Lacking , however , have been detailed med . 
of with cancer high and cancer cancer frequencies predisposing Only syndromes a minority whose ical genetic genealogies studies , tumor of cancer verifications - prone kindreds , and 
i.e. retinoblastoma , Gardner's syndrome , famil LA antigems have been systematically in 
ial polyposis coli , and voo Recklinghausen's vestigated . 
neurofibromatous show simple inheritance We shall present data showing association 
patterns in ceruin families Consequently , of HLA to cancer in Family N a large 
in cer our risks present for members sute of of genetic the majority ignorance of , Ain can syndrome.11.17.1 kindred which manifests the cancer family 
dreds cannot be determined according to sim 
ple Mendelian genetic ratios . In the absence 
of distinguishing precancerous stigmata and / or MATERIALS AND METHODS 
df Institute thiversity within Zagirs Omaha School genetic risks pedigree cancer however Health Adders & Supported Preventive Associations Department Department Departares , , of for the have NB Creighton and markers , for Medidne School analysis these . Vires cance to Medicine been by din prius part of of of a of between , Microbiology : associations Program , Surgery gift ene found Preventive University Les Oman Medicine by occurrence and Henry from may Contrict Angrin , in Public of University HLA , the determine T. population . Omaha Medicine , the School Creighton CA. have Fraternal Lynch No. Hesh from National antigens , N01 N3 of of , only , and MD statistical Californis Creighton intensive University - 60171 Medidne studi CP Order , Cancer 41211 - Public Dept. been and of ; . verification different past frequency coli tained endometrium 20 age earlier histologic Collectively comprise known with multiple Approximately % HLA at has of decade a onset by than as predominance patients parts typing not primary varieties the a of cancer , . established team "" of these cancer been that and cancer of An cancer has with the 1000 of family malignant findings in colon expected extraordinarily observed been world investigators has the family members cancer is of in . about general been N carried Multiple are carcinoma many a . have for have neoplasms syndrome Approximately now demonstrated of 10 population comparable out the families been during to manifested known increased polyposis 15 kindred on of , . ascer years with The 115 the the in to . . . 
Received for publication September 10 , 1974 . relatives and spouses in family N , including 
1315 
"
